activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
Not Determined,1982770,[],CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)N2CCN(C(c3ccccc3)c3ccc(F)cc3)CC2)cc1,,,CHEMBL1149715,Bioorg. Med. Chem.,2007,,CHEMBL240960,,CHEMBL240960,,False,,661753,,1,False,,,IC50,,,,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,,,,
Not Determined,1982771,[],CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1ccc2[nH]ccc2c1)N1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,,,CHEMBL1149715,Bioorg. Med. Chem.,2007,,CHEMBL393403,,CHEMBL393403,,False,,661758,,1,False,,,IC50,,,,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,,,,
Not Determined,1982772,[],CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(c2ccccc2)N2CCN(C(=O)c3ccc4[nH]ccc4c3)CC2)cc1,,,CHEMBL1149715,Bioorg. Med. Chem.,2007,,CHEMBL241172,,CHEMBL241172,,False,,661757,,1,False,,,IC50,,,,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,,,,
Not Determined,1982773,[],CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)N2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,,,CHEMBL1149715,Bioorg. Med. Chem.,2007,,CHEMBL393216,,CHEMBL393216,,False,,661756,,1,False,,,IC50,,,,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,,,,
Not Determined,1982774,[],CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)N2CCN(C(c3ccccc3)c3ccc(C)cc3)CC2)cc1,,,CHEMBL1149715,Bioorg. Med. Chem.,2007,,CHEMBL241171,,CHEMBL241171,,False,,661755,,1,False,,,IC50,,,,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,,,,
Not Determined,1982775,[],CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1ccc2[nH]ccc2c1)N1CCN(C(c2ccccc2)c2ccc(F)cc2)CC1,,,CHEMBL1149715,Bioorg. Med. Chem.,2007,,CHEMBL241170,,CHEMBL241170,,False,,661754,,1,False,,,IC50,,,,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,,,,
,2035395,[],CHEMBL907524,Inhibition of Mycobacterium tuberculosis InhA,B,,,BAO_0000190,BAO_0000357,single protein format,NC(=O)c1cc([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)ccc1Oc1ccccc1,,,CHEMBL1140643,Bioorg. Med. Chem. Lett.,2007,"{'bei': '6.05', 'le': '0.12', 'lle': '4.54', 'sei': '1.41'}",CHEMBL250087,,CHEMBL250087,4.57,False,http://www.openphacts.org/units/Nanomolar,675690,=,1,True,=,,IC50,nM,,27000.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,27.0
,2169608,[],CHEMBL936673,Inhibition of 1 nM Mycobacterium tuberculosis H37RV InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1ccc(Oc2ccccc2)c(O)c1,,,CHEMBL1143085,Bioorg. Med. Chem. Lett.,2008,"{'bei': '29.44', 'le': '0.54', 'lle': '2.65', 'sei': '27.01'}",CHEMBL264682,,CHEMBL264682,7.96,False,http://www.openphacts.org/units/Nanomolar,697063,=,1,True,=,,IC50,nM,,11.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,nM,UO_0000065,,11.0
,2169617,[],CHEMBL936672,Inhibition of 100 nM Mycobacterium tuberculosis H37RV InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1ccc(Oc2ccccn2)c(O)c1,,,CHEMBL1143085,Bioorg. Med. Chem. Lett.,2008,"{'bei': '18.20', 'le': '0.34', 'lle': '0.24', 'sei': '11.66'}",CHEMBL264679,,CHEMBL264679,4.94,False,http://www.openphacts.org/units/Nanomolar,697064,=,1,True,=,,IC50,nM,,11500.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,nM,UO_0000065,,11500.0
,2169618,[],CHEMBL936672,Inhibition of 100 nM Mycobacterium tuberculosis H37RV InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1ccc(Oc2cnccn2)c(O)c1,,,CHEMBL1143085,Bioorg. Med. Chem. Lett.,2008,"{'bei': '22.72', 'le': '0.42', 'lle': '2.09', 'sei': '11.20'}",CHEMBL258932,,CHEMBL258932,6.19,False,http://www.openphacts.org/units/Nanomolar,697068,=,1,True,=,,IC50,nM,,650.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,nM,UO_0000065,,650.0
,2169619,[],CHEMBL936672,Inhibition of 100 nM Mycobacterium tuberculosis H37RV InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1ccc(Oc2ncccn2)c(O)c1,,,CHEMBL1143085,Bioorg. Med. Chem. Lett.,2008,"{'bei': '18.68', 'le': '0.35', 'lle': '0.99', 'sei': '9.21'}",CHEMBL258931,,CHEMBL258931,5.09,False,http://www.openphacts.org/units/Nanomolar,697067,=,1,True,=,,IC50,nM,,8200.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,nM,UO_0000065,,8200.0
,2169620,[],CHEMBL936672,Inhibition of 100 nM Mycobacterium tuberculosis H37RV InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1ccc(Oc2ccncc2)c(O)c1,,,CHEMBL1143085,Bioorg. Med. Chem. Lett.,2008,"{'bei': '25.04', 'le': '0.46', 'lle': '2.10', 'sei': '16.05'}",CHEMBL259138,,CHEMBL259138,6.80,False,http://www.openphacts.org/units/Nanomolar,697066,=,1,True,=,,IC50,nM,,160.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,nM,UO_0000065,,160.0
,2169621,[],CHEMBL936672,Inhibition of 100 nM Mycobacterium tuberculosis H37RV InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1ccc(Oc2cccnc2)c(O)c1,,,CHEMBL1143085,Bioorg. Med. Chem. Lett.,2008,"{'bei': '24.42', 'le': '0.45', 'lle': '1.93', 'sei': '15.65'}",CHEMBL405655,,CHEMBL405655,6.63,False,http://www.openphacts.org/units/Nanomolar,697065,=,1,True,=,,IC50,nM,,236.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,nM,UO_0000065,,236.0
,2169622,[],CHEMBL936672,Inhibition of 100 nM Mycobacterium tuberculosis H37RV InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1ccc(Oc2ncccn2)c(OC)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1143085,Bioorg. Med. Chem. Lett.,2008,,CHEMBL429332,,CHEMBL429332,,False,http://www.openphacts.org/units/Nanomolar,697070,>,1,True,>,,IC50,nM,,100000000.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,100000.0
,2169629,[],CHEMBL936672,Inhibition of 100 nM Mycobacterium tuberculosis H37RV InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1ccc(Oc2ccc(CN3CCN(C)CC3)cc2)c(O)c1,,,CHEMBL1143085,Bioorg. Med. Chem. Lett.,2008,"{'bei': '17.03', 'le': '0.32', 'lle': '1.46', 'sei': '18.13'}",CHEMBL261355,,CHEMBL261355,6.51,False,http://www.openphacts.org/units/Nanomolar,697087,=,1,True,=,,IC50,nM,,306.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,nM,UO_0000065,,306.0
,2169630,[],CHEMBL936672,Inhibition of 100 nM Mycobacterium tuberculosis H37RV InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1ccc(Oc2ccccc2CN2CCN(C)CC2)c(O)c1,,,CHEMBL1143085,Bioorg. Med. Chem. Lett.,2008,"{'bei': '15.37', 'le': '0.29', 'lle': '0.83', 'sei': '16.36'}",CHEMBL408149,,CHEMBL408149,5.88,False,http://www.openphacts.org/units/Nanomolar,697086,=,1,True,=,,IC50,nM,,1315.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,nM,UO_0000065,,1315.0
,2169631,[],CHEMBL936672,Inhibition of 100 nM Mycobacterium tuberculosis H37RV InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1ccc(Oc2ccc(NC(=O)c3ccno3)cc2)c(O)c1,,,CHEMBL1143085,Bioorg. Med. Chem. Lett.,2008,"{'bei': '18.10', 'le': '0.34', 'lle': '1.34', 'sei': '8.14'}",CHEMBL260399,,CHEMBL260399,6.89,False,http://www.openphacts.org/units/Nanomolar,697085,=,1,True,=,,IC50,nM,,130.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,nM,UO_0000065,,130.0
,2169632,[],CHEMBL936672,Inhibition of 100 nM Mycobacterium tuberculosis H37RV InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1ccc(Oc2cccc(NC(=O)c3ccno3)c2)c(O)c1,,,CHEMBL1143085,Bioorg. Med. Chem. Lett.,2008,"{'bei': '15.56', 'le': '0.29', 'lle': '0.37', 'sei': '7.00'}",CHEMBL405653,,CHEMBL405653,5.92,False,http://www.openphacts.org/units/Nanomolar,697084,=,1,True,=,,IC50,nM,,1200.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,nM,UO_0000065,,1200.0
,2169633,[],CHEMBL936672,Inhibition of 100 nM Mycobacterium tuberculosis H37RV InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1ccc(Oc2ccccc2NC(=O)c2ccno2)c(O)c1,,,CHEMBL1143085,Bioorg. Med. Chem. Lett.,2008,"{'bei': '14.44', 'le': '0.27', 'lle': '-0.06', 'sei': '6.49'}",CHEMBL428967,,CHEMBL428967,5.49,False,http://www.openphacts.org/units/Nanomolar,697083,=,1,True,=,,IC50,nM,,3220.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,nM,UO_0000065,,3220.0
,2169634,[],CHEMBL936672,Inhibition of 100 nM Mycobacterium tuberculosis H37RV InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1ccc(Oc2ccc(NC(=O)C(=O)O)cc2)c(O)c1,,,CHEMBL1143085,Bioorg. Med. Chem. Lett.,2008,"{'bei': '15.99', 'le': '0.30', 'lle': '1.38', 'sei': '5.96'}",CHEMBL262343,,CHEMBL262343,5.71,False,http://www.openphacts.org/units/Nanomolar,697082,=,1,True,=,,IC50,nM,,1930.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,nM,UO_0000065,,1930.0
,2169635,[],CHEMBL936672,Inhibition of 100 nM Mycobacterium tuberculosis H37RV InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1ccc(Oc2cccc(NC(=O)C(=O)O)c2)c(O)c1,,,CHEMBL1143085,Bioorg. Med. Chem. Lett.,2008,"{'bei': '17.45', 'le': '0.33', 'lle': '1.91', 'sei': '6.51'}",CHEMBL263646,,CHEMBL263646,6.24,False,http://www.openphacts.org/units/Nanomolar,697081,=,1,True,=,,IC50,nM,,580.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,nM,UO_0000065,,580.0
,2169636,[],CHEMBL936672,Inhibition of 100 nM Mycobacterium tuberculosis H37RV InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1ccc(Oc2ccccc2NC(=O)C(=O)O)c(O)c1,,,CHEMBL1143085,Bioorg. Med. Chem. Lett.,2008,"{'bei': '15.74', 'le': '0.30', 'lle': '1.30', 'sei': '5.87'}",CHEMBL407324,,CHEMBL407324,5.63,False,http://www.openphacts.org/units/Nanomolar,697080,=,1,True,=,,IC50,nM,,2360.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,nM,UO_0000065,,2360.0
,2169637,[],CHEMBL936672,Inhibition of 100 nM Mycobacterium tuberculosis H37RV InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1ccc(Oc2ccc(NC(C)=O)cc2)c(O)c1,,,CHEMBL1143085,Bioorg. Med. Chem. Lett.,2008,"{'bei': '17.98', 'le': '0.33', 'lle': '0.62', 'sei': '10.05'}",CHEMBL262360,,CHEMBL262360,5.89,False,http://www.openphacts.org/units/Nanomolar,697079,=,1,True,=,,IC50,nM,,1300.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,nM,UO_0000065,,1300.0
,2169638,[],CHEMBL936672,Inhibition of 100 nM Mycobacterium tuberculosis H37RV InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1ccc(Oc2cccc(NC(C)=O)c2)c(O)c1,,,CHEMBL1143085,Bioorg. Med. Chem. Lett.,2008,"{'bei': '16.04', 'le': '0.30', 'lle': '-0.02', 'sei': '8.97'}",CHEMBL404983,,CHEMBL404983,5.25,False,http://www.openphacts.org/units/Nanomolar,697078,=,1,True,=,,IC50,nM,,5600.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,nM,UO_0000065,,5600.0
,2169639,[],CHEMBL936672,Inhibition of 100 nM Mycobacterium tuberculosis H37RV InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1ccc(Oc2ccccc2NC(C)=O)c(O)c1,,,CHEMBL1143085,Bioorg. Med. Chem. Lett.,2008,"{'bei': '17.74', 'le': '0.33', 'lle': '0.54', 'sei': '9.92'}",CHEMBL264176,,CHEMBL264176,5.81,False,http://www.openphacts.org/units/Nanomolar,697077,=,1,True,=,,IC50,nM,,1550.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,nM,UO_0000065,,1550.0
,2169640,[],CHEMBL936672,Inhibition of 100 nM Mycobacterium tuberculosis H37RV InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1ccc(Oc2ccc(N)cc2)c(O)c1,,,CHEMBL1143085,Bioorg. Med. Chem. Lett.,2008,"{'bei': '25.44', 'le': '0.47', 'lle': '2.37', 'sei': '13.09'}",CHEMBL264175,,CHEMBL264175,7.26,False,http://www.openphacts.org/units/Nanomolar,697076,=,1,True,=,,IC50,nM,,55.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,nM,UO_0000065,,55.0
,2169641,[],CHEMBL936672,Inhibition of 100 nM Mycobacterium tuberculosis H37RV InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1ccc(Oc2cccc(N)c2)c(O)c1,,,CHEMBL1143085,Bioorg. Med. Chem. Lett.,2008,"{'bei': '20.89', 'le': '0.39', 'lle': '1.07', 'sei': '10.75'}",CHEMBL404984,,CHEMBL404984,5.96,False,http://www.openphacts.org/units/Nanomolar,697075,=,1,True,=,,IC50,nM,,1090.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,nM,UO_0000065,,1090.0
,2169642,[],CHEMBL936672,Inhibition of 100 nM Mycobacterium tuberculosis H37RV InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1ccc(Oc2ccccc2N)c(O)c1,,,CHEMBL1143085,Bioorg. Med. Chem. Lett.,2008,"{'bei': '25.26', 'le': '0.47', 'lle': '2.32', 'sei': '12.99'}",CHEMBL264434,,CHEMBL264434,7.21,False,http://www.openphacts.org/units/Nanomolar,697074,=,1,True,=,,IC50,nM,,62.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,nM,UO_0000065,,62.0
,2169643,[],CHEMBL936672,Inhibition of 100 nM Mycobacterium tuberculosis H37RV InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1ccc(Oc2ccc([N+](=O)[O-])cc2)c(O)c1,,,CHEMBL1143085,Bioorg. Med. Chem. Lett.,2008,"{'bei': '22.34', 'le': '0.42', 'lle': '1.83', 'sei': '9.70'}",CHEMBL264417,,CHEMBL264417,7.05,False,http://www.openphacts.org/units/Nanomolar,697073,=,1,True,=,,IC50,nM,,90.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,nM,UO_0000065,,90.0
,2169644,[],CHEMBL936672,Inhibition of 100 nM Mycobacterium tuberculosis H37RV InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1ccc(Oc2cccc([N+](=O)[O-])c2)c(O)c1,,,CHEMBL1143085,Bioorg. Med. Chem. Lett.,2008,"{'bei': '23.21', 'le': '0.43', 'lle': '2.10', 'sei': '10.08'}",CHEMBL264416,,CHEMBL264416,7.32,False,http://www.openphacts.org/units/Nanomolar,697072,=,1,True,=,,IC50,nM,,48.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,nM,UO_0000065,,48.0
,2169645,[],CHEMBL936672,Inhibition of 100 nM Mycobacterium tuberculosis H37RV InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1ccc(Oc2ccccc2[N+](=O)[O-])c(O)c1,,,CHEMBL1143085,Bioorg. Med. Chem. Lett.,2008,"{'bei': '21.39', 'le': '0.40', 'lle': '1.52', 'sei': '9.29'}",CHEMBL264415,,CHEMBL264415,6.75,False,http://www.openphacts.org/units/Nanomolar,697071,=,1,True,=,,IC50,nM,,180.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,nM,UO_0000065,,180.0
,2309408,[],CHEMBL1008999,inhibition of Mycobacterium tuberculosis InhA after 20 mins by fluorometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C(\C)c1cc(O)c(C)c(OC(=O)c2c(/C(C)=C/C)cc(O)c(C)c2O)c1,,,CHEMBL1150118,J. Nat. Prod.,2002,"{'bei': '10.79', 'le': '0.20', 'lle': '-1.37', 'sei': '4.74'}",CHEMBL454588,AGONODEPSIDE A,CHEMBL454588,4.12,False,http://www.openphacts.org/units/Nanomolar,716925,=,1,True,=,,IC50,nM,,75000.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,75.0
,2309410,[],CHEMBL1008999,inhibition of Mycobacterium tuberculosis InhA after 20 mins by fluorometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,,,CHEMBL1150118,J. Nat. Prod.,2002,"{'bei': '19.07', 'le': '0.44', 'lle': '0.38', 'sei': '18.75'}",CHEMBL849,TRICLOSAN,CHEMBL849,5.52,False,http://www.openphacts.org/units/Nanomolar,716949,=,1,True,=,,IC50,nM,,3000.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,3.0
,2715987,[],CHEMBL1059058,Inhibition of Mycobacterium tuberculosis InhA,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(OC(=O)c2ccccc2[N+](=O)[O-])c(Br)c1,,,CHEMBL1153618,Eur. J. Med. Chem.,2009,"{'bei': '14.93', 'le': '0.34', 'lle': '1.14', 'sei': '7.23'}",CHEMBL549456,,CHEMBL549456,5.02,False,http://www.openphacts.org/units/Nanomolar,830912,=,1,True,=,,IC50,nM,,9550.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,9.55
,2715988,[],CHEMBL1059058,Inhibition of Mycobacterium tuberculosis InhA,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1cc(Cl)cc(Cl)c1)c1ccccc1[N+](=O)[O-],,,CHEMBL1153618,Eur. J. Med. Chem.,2009,"{'bei': '16.75', 'le': '0.36', 'lle': '1.06', 'sei': '7.21'}",CHEMBL564612,,CHEMBL564612,5.21,False,http://www.openphacts.org/units/Nanomolar,830913,=,1,True,=,,IC50,nM,,6170.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,6.17
,2715989,[],CHEMBL1059058,Inhibition of Mycobacterium tuberculosis InhA,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(NC(=O)c2sc3ccccc3c2Cl)cc1[N+](=O)[O-],,,CHEMBL1153618,Eur. J. Med. Chem.,2009,"{'bei': '16.35', 'le': '0.34', 'lle': '0.65', 'sei': '7.85'}",CHEMBL551621,,CHEMBL551621,5.67,False,http://www.openphacts.org/units/Nanomolar,830830,=,1,True,=,,IC50,nM,,2140.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,2.14
,2715990,[],CHEMBL1059058,Inhibition of Mycobacterium tuberculosis InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)c1ccc(NC(=O)c2ccccc2[N+](=O)[O-])cc1,,,CHEMBL1153618,Eur. J. Med. Chem.,2009,"{'bei': '17.10', 'le': '0.32', 'lle': '1.67', 'sei': '7.10'}",CHEMBL552222,,CHEMBL552222,5.36,False,http://www.openphacts.org/units/Nanomolar,830911,=,1,True,=,,IC50,nM,,4370.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,4.37
,2715991,[],CHEMBL1059058,Inhibition of Mycobacterium tuberculosis InhA,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(Cl)ccc1OCC(=O)Nc1cccc([N+](=O)[O-])c1C,,,CHEMBL1153618,Eur. J. Med. Chem.,2009,"{'bei': '16.31', 'le': '0.32', 'lle': '1.58', 'sei': '6.70'}",CHEMBL540477,,CHEMBL540477,5.46,False,http://www.openphacts.org/units/Nanomolar,830829,=,1,True,=,,IC50,nM,,3470.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,3.47
,2715992,[],CHEMBL1059058,Inhibition of Mycobacterium tuberculosis InhA,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)c1ccc(/C=C2/SC(N3CCCCC3)=NC2=O)cc1,,,CHEMBL1153618,Eur. J. Med. Chem.,2009,"{'bei': '15.17', 'le': '0.30', 'lle': '1.22', 'sei': '14.51'}",CHEMBL550610,,CHEMBL550610,5.21,False,http://www.openphacts.org/units/Nanomolar,830575,=,1,True,=,,IC50,nM,,6170.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,6.17
,2715993,[],CHEMBL1059058,Inhibition of Mycobacterium tuberculosis InhA,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1cc(Cl)c(Cl)cc1Cl)c1ccccc1[N+](=O)[O-],,,CHEMBL1153618,Eur. J. Med. Chem.,2009,"{'bei': '14.24', 'le': '0.32', 'lle': '0.11', 'sei': '6.81'}",CHEMBL570080,,CHEMBL570080,4.92,False,http://www.openphacts.org/units/Nanomolar,830828,=,1,True,=,,IC50,nM,,12020.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,12.02
,2715994,[],CHEMBL1059058,Inhibition of Mycobacterium tuberculosis InhA,B,,,BAO_0000190,BAO_0000357,single protein format,O=[N+]([O-])c1cc(/N=C/c2ccc(Cl)cc2Cl)ccc1Cl,,,CHEMBL1153618,Eur. J. Med. Chem.,2009,"{'bei': '16.17', 'le': '0.36', 'lle': '0.02', 'sei': '9.60'}",CHEMBL553790,,CHEMBL553790,5.33,False,http://www.openphacts.org/units/Nanomolar,830827,=,1,True,=,,IC50,nM,,4680.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,4.68
,2715995,[],CHEMBL1059058,Inhibition of Mycobacterium tuberculosis InhA,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(/C=C2/SC(N3CCC(C)CC3)=NC2=O)cc1OC,,,CHEMBL1153618,Eur. J. Med. Chem.,2009,"{'bei': '14.34', 'le': '0.28', 'lle': '1.56', 'sei': '9.72'}",CHEMBL557836,,CHEMBL557836,4.97,False,http://www.openphacts.org/units/Nanomolar,830574,=,1,True,=,,IC50,nM,,10720.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,10.72
,2715996,[],CHEMBL1059058,Inhibition of Mycobacterium tuberculosis InhA,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(/C=C2/SC(N3CCCCC3)=NC2=O)cc1OC,,,CHEMBL1153618,Eur. J. Med. Chem.,2009,"{'bei': '14.86', 'le': '0.29', 'lle': '1.78', 'sei': '9.66'}",CHEMBL561485,,CHEMBL561485,4.94,False,http://www.openphacts.org/units/Nanomolar,830826,=,1,True,=,,IC50,nM,,11480.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,11.48
